key,0
3462,"Poison"
3463,"Paralysis"
3464,"Slow"
3465,"Stun"
3466,"Sleep"
3467,"Vegetal Vapours"
3468,"Frontal Blaster Charge"
3469,"Rear Blaster Charge"
3470,"Left Blaster Charge"
3471,"Right Blaster Charge"
3472,"Heavy"
3473,"Heavy"
3474,"Manderville Sprint"
3475,"Penance"
3476,"Penitent's Shackles"
3477,"Penance"
3478,"Thrice-come Ruin"
3479,"Deep Freeze"
3480,"Deep Freeze"
3481,"Deep Freeze"
3482,"Doom"
3483,"Blooming Welt"
3484,"Furious Welt"
3485,"Stinging Welt"
3486,"Flamespire"
3487,"Flamespire"
3488,"Mark of the Harvest"
3489,"Demiclone Penalty"
3490,"Damage Up"
3491,"Vulnerability Down"
3492,"Rehabilitation"
3493,"Slow"
3494,"Blind"
3495,"Guided Missile Kyrios Incoming"
3496,"Guided Missile Kyrios Incoming"
3497,"Guided Missile Kyrios Incoming"
3498,""
3499,"Packet Filter M"
3500,"Packet Filter F"
3501,"Down for the Count"
3502,"Owlet"
3503,"Local Code Smell"
3504,"Remote Code Smell"
3505,"Burning Chains"
3506,"Ancient Frost"
3507,"Condensed Wave Cannon Kyrios"
3508,"Condensed Wave Cannon Kyrios"
3509,"Condensed Wave Cannon Kyrios"
3510,"Condensed Wave Cannon Kyrios"
3511,"Glassy-eyed"
3512,"Moonspore Spurred"
3513,"Concussion"
3514,""
3515,"Manderville Sprint"
3516,"Magic Vulnerability Up"
3517,""
3518,"Mini"
3519,"Deep Freeze"
3520,"Mirrored Smoke"
3521,"Concussion"
3522,"Pyretic"
3523,"Freezing Up"
3524,"Critical Synchronization Bug"
3525,"Critical Overflow Bug"
3526,"Critical Underflow Bug"
3527,"Latent Defect"
3528,"Cascading Latent Defect"
3529,"Local Regression"
3530,"Remote Regression"
3531,""
3532,"Magic Number"
3533,""
3534,"Ancient Circle"
3535,"Dark Whispers"
3536,"Magic Vulnerability Up"
3537,"Burns"
3538,"Forward March"
3539,"About Face"
3540,"Left Face"
3541,"Right Face"
3542,"Soul of the Mage"
3543,"Soul of the Martialist"
3544,"Soul of the Beast"
3545,"Chimeric Soul"
3546,"Radiant Veil"
3547,"Binding Soul Snare"
3548,"Heavy Soul Snare"
3549,"Incapacitating Soul Snare"
3550,"Dæmoniac Bonds"
3551,"Duodæmoniac Bonds"
3552,"Fetters"
3553,"Light's Accord"
3554,"Dark's Accord"
3555,"Light's Discord"
3556,"Dark's Discord"
3557,"Vulnerability Up"
3558,""
3559,"Polarizing"
3560,"Alpha Target"
3561,"Beta Target"
3562,"System Error"
3563,"Scattered Wailing"
3564,"Intensified Wailing"
3565,"Variant Cure Set"
3566,"Variant Ultimatum Set"
3567,"Variant Raise Set"
3568,"Variant Spirit Dart Set"
3569,"Variant Rampart Set"
3570,"Wrathful Revelation"
3571,"Delightful Revelation"
3572,""
3573,"Flames of Eventide"
3574,"Eventide Sword"
3575,""
3576,"Umbral Tilt"
3577,"Astral Tilt"
3578,"Heavensflame Soul"
3579,"Umbralbright Soul"
3580,"Astralbright Soul"
3581,"Umbralstrong Soul"
3582,"Astralstrong Soul"
3583,"Quartered Soul"
3584,"X-marked Soul"
3585,"Enchained Soul"
3586,"Ascended"
3587,"Missing Link"
3588,"Shackled Together"
3589,"Close Caloric"
3590,"Pyrefaction"
3591,"Atmosfaction"
3592,"Entropifaction"
3593,"Unstable Factor"
3594,"Critical Factor"
3595,"Drunk with Power"
3596,"爆身変化"
3597,"Rodential Rebirth"
3598,"Rodential Rebirth"
3599,"Rodential Rebirth"
3600,"Rodential Rebirth"
3601,"Odder Incarnation"
3602,"Odder Incarnation"
3603,"Odder Incarnation"
3604,"Odder Incarnation"
3605,"Squirrelly Prayer"
3606,"Odder Prayer"
3607,"Live Brazier"
3608,"Live Candle"
3609,"Rat and Mouse"
3610,"Vengeful Flame"
3611,"Vengeful Pyre"
3612,"Spicy Circulation XXII"
3613,"Spicy Circulation I"
3614,"Honed Eye"
3615,"Imposing Figure"
3616,"Huton"
3617,"Entropy Resistance"
3618,"Stable System"
3619,"Dark Resistance Down"
3620,"Hoofing It"
3621,"Magic Resistance"
3622,"Storm's Succor"
3623,"Seasons of the Fleeting"
3624,"Seduced"
3625,"Bind"
3626,"Fire Loaded"
3627,"Ice Loaded"
3628,"Lightning Loaded"
3629,"Forced March"
3630,""
3631,"Schiltron"
3632,"●必滅の炎"
3633,"マジカルブレス：雷"
3634,"マジカルブレス：氷"
3635,"マジカルブレス：火"
3636,"Begrimed"
3637,"Spick-and-span"
3638,"Physical Vulnerability Down"
3639,"Magic Vulnerability Down"
3640,"Winged Reprobation"
3641,"Winged Redemption"
3642,"Candy Cane"
3643,"Mortal Flame"
3644,"Apokalypsis"
3645,"Flankstung Venom"
3646,"Flanksbane Venom"
3647,"Hindstung Venom"
3648,"Hindsbane Venom"
3649,"Grimhunter's Venom"
3650,"Grimskin's Venom"
3651,""
3652,""
3653,""
3654,""
3655,""
3656,""
3657,"Hunter's Venom"
3658,"Swiftskin's Venom"
3659,"Fellhunter's Venom"
3660,"Fellskin's Venom"
3661,""
3662,""
3663,""
3664,""
3665,"Poised for Twinfang"
3666,"Poised for Twinblood"
3667,"Noxious Gnash"
3668,"Hunter's Instinct"
3669,"Swiftscaled"
3670,"Reawakened"
3671,"Ready to Reawaken"
3672,"Honed Steel"
3673,"Guard"
3674,"Subtractive Palette"
3675,"Aetherhues"
3676,"Aetherhues II"
3677,""
3678,""
3679,"Rainbow Bright"
3680,"Hammer Time"
3681,"Starstruck"
3682,""
3683,"Star Prism"
3684,"Smudge"
3685,"Starry Muse"
3686,"Tempera Coat"
3687,"Tempera Grassa"
3688,"Hyperphantasia"
3689,"Inspiration"
3690,"Subtractive Spectrum"
3691,"Monochrome Tones"
3692,"Concentrated Poison"
3693,"Slippery Ground"
3694,"Temporary Misdirection"
3695,"Fourfold-come Ruin"
3696,"Tetradæmoniac Bonds"
3697,"Seized"
3698,"Forward March"
3699,"About Face"
3700,"Left Face"
3701,"Right Face"
3702,"Spinning"
3703,"Slippery Slope"
3704,"Crystal Courier"
3705,"Windburn"
3706,"Windburn"
3707,"Magic Damage Up"
3708,"Spectator"
3709,"Drop and Roll"
3710,"Precision"
3711,""
3712,"Breath of Magic"
3713,"Sticky"
3714,"Prey"
3715,"Forward March"
3716,"About Face"
3717,"Left Face"
3718,"Right Face"
3719,"Forced March"
3720,"回転角2倍"
3721,"Times Three"
3722,"回転角4倍"
3723,"Surge Vector"
3724,"Subtractive Suppressor Alpha"
3725,"Subtractive Suppressor Beta"
3726,"Front Unseen"
3727,"Back Unseen"
3728,"Right Unseen"
3729,"Left Unseen"
3730,"Down for the Count"
3731,"Dark Whispers"
3732,"Inscribed"
3733,"Rite of the Sparrow"
3734,"Rite of the Sea Turtle"
3735,"Rite of the Great Whale"
3736,"吸魔"
3737,"Forced March"
3738,""
3739,"Time and Tide"
3740,"Bright Pulse"
3741,"Seventh Heaven"
3742,"Bull's-eye"
3743,"Bubble Weave"
3744,"Bubble Net"
3745,""
3746,"Bubble Gaol"
3747,"Hydrofall Target"
3748,"Hydrobullet Target"
3749,"Sticky"
3750,"拘束"
3751,"Needle Veil"
3752,"Oasal Balm"
3753,"Oasal Balm"
3754,"Heat Wave"
3755,"Fetters"
3756,"Damage Up"
3757,"Vulnerability Down"
3758,"Raging Rroneek"
3759,"Impassioned"
3760,"Big Bang"
3761,"Big Bounce"
3762,"Divisive Dark"
3763,"Beckoning Dark"
3764,"Doubled Dark"
3765,"Glowering Dark"
3766,"Binding Dark"
3767,"Bonds of Darkness"
3768,"Area of Influence Up"
3769,""
3770,"Gravitational Anomaly"
3771,"Infernal Shroud"
3772,"Honed Reavers"
3773,""
3774,""
3775,""
3776,"Bind"
3777,"Dropsy"
3778,"Dropsy"
3779,"Electrocution"
3780,""
3781,""
3782,"Bind"
3783,"Rroneek Pulse"
3784,"Br'aax Pulse"
3785,"Luwatena Pulse"
3786,"Full-grown"
3787,""
3788,"Foamy Fetters"
3789,"Bind"
3790,"Times Five"
3791,"Movement Speed Up"
3792,""
3793,"Acceleration Bomb"
3794,"Beckoning Dark"
3795,"Sustained Damage"
3796,"Trauma"
3797,"Dropsy"
3798,"Dropsy"
3799,"Forked Lightning"
3800,""
3801,"Sharpened Sights"
3802,"Acceleration Bomb"
3803,"Apex Wings"
3804,"Apex Blades"
3805,"Fury"
3806,"Vitalized"
3807,"Vitalized"
3808,"Directional Disregard"
3809,"Seed Crystals"
3810,"Crystal Burden"
3811,"Crystallized"
3812,"Expedience"
3813,"Trained Perfection"
3814,"Gravitational Anomaly"
3815,"Authority's Gaze"
3816,""
3817,"Calamity's Flames"
3818,"Calamity's Inferno"
3819,"Calamity's Embers"
3820,"Calamity's Frost"
3821,"Calamity's Bite"
3822,"Calamity's Chill"
3823,"Calamity's Bolt"
3824,"Calamity's Fulgur"
3825,"Greatest Curse"
3826,"Burns"
3827,"Supplication Ready"
3828,"Sepulchre Ready"
3829,"Guardian"
3830,"Guardian's Will"
3831,"Blade of Honor Ready"
3832,"Damnation"
3833,"Burgeoning Fury"
3834,"Primal Ruination Ready"
3835,"Shadowed Vigil"
3836,"Delirium"
3837,"Scorn"
3838,"Great Nebula"
3839,"Ready to Raze"
3840,"Ready to Reign"
3841,"Earth's Rumination"
3842,"Wind's Rumination"
3843,"Fire's Rumination"
3844,"Nastrond Ready"
3845,"Dragon's Flight"
3846,"Starcross Ready"
3847,"Goring Blade Ready"
3848,"Shadow Walker"
3849,"Dokumori"
3850,"Higi"
3851,"Tenri Jindo Ready"
3852,"Tsubame-gaeshi Ready"
3853,"Tengentsu"
3854,"Tengentsu's Foresight"
3855,"Zanshin Ready"
3856,"Tendo"
3857,"Oblatio"
3858,"Executioner"
3859,"Perfectio Occulta"
3860,"Perfectio Parata"
3861,"Hawk's Eye"
3862,"Resonant Arrow Ready"
3863,"Radiant Encore Ready"
3864,"Hypercharged"
3865,"Excavator Ready"
3866,"Full Metal Machinist"
3867,"Last Dance Ready"
3868,"Finishing Move Ready"
3869,"Dance of the Dawn Ready"
3870,"Thunderhead"
3871,"High Thunder"
3872,"High Thunder"
3873,"Ruby's Glimmer"
3874,"Refulgent Lux"
3875,"Magicked Swordplay"
3876,"Thorned Flourish"
3877,"Grand Impact Ready"
3878,"Prefulgence Ready"
3879,"Sacred Sight"
3880,"Medica III"
3881,"Divine Grace"
3882,"Impact Imminent"
3883,"Baneful Impaction"
3884,"Seraphism"
3885,"Seraphism"
3886,"Ready to Break"
3887,"The Balance"
3888,"The Arrow"
3889,"The Spear"
3890,"The Bole"
3891,"The Ewer"
3892,"The Spire"
3893,"Divining"
3894,"Helios Conjunction"
3895,"Suntouched"
3896,"Sun Sign"
3897,"Eukrasian Dyskrasia"
3898,"Philosophia"
3899,"Eudaimonia"
3900,"Primeval Impulse"
3901,"Wrathful"
3902,"Vigilant"
3903,"Divine Caress"
3904,"Divine Aura"
3905,"Ideal Host"
3906,"Kunai's Bane"
3907,"Big-game Fishing"
3908,"Down for the Count"
3909,"Temporary Misdirection"
3910,"Priming Touch"
3911,"Collector's High Standard"
3912,"Roar of Conviction"
3913,""
3914,"Riled"
3915,"Lovely Poison"
3916,""
3917,"Infatuated"
3918,"Head Over Heels"
3919,"Hopeless Devotion"
3920,"Fatal Attraction"
3921,"Drone"
3922,""
3923,"Infatuated"
3924,"Head Over Heels"
3925,"Hopeless Devotion"
3926,"Honey Bee Mine"
3927,"ナーヴトキシン：前"
3928,"ナーヴトキシン：後"
3929,"ナーヴトキシン：左"
3930,"ナーヴトキシン：右"
3931,"Nine Lives"
3932,"Beeloved Venom: α"
3933,"Beeloved Venom: β"
3934,"Poison 'n' Pop"
3935,"Poison Resistance Down II"
3936,"Queen Bee"
3937,"Honeyed Charms"
3938,"Times Three"
3939,"Times Five"
3940,"Delayed Neurotoxicity"
3941,""
3942,"Terror"
3943,"Disease"
3944,""
3945,"Thunder of the Rroneek"
3946,"Turali Will"
3947,""
3948,"Benoggined"
3949,"Ghostly Guise"
3950,"Nuisance"
3951,"Heart of the Rroneek"
3952,"Rroneek's Favor"
3953,"Femme Fatale"
3954,"Heart of Tural"
3955,"Tural's Embrace"
3956,"Eukrasia"
3957,"Vermedica II"
3958,"Strengthening Stimulant"
3959,"Concentration Concentrate"
3960,"Mana Medication"
3961,"High Wire"
3962,"Overmedicated"
3963,"Paralysis"
3964,"Damage Down"
3965,"Infirmity"
3966,"Bleeding"
3967,"HP Recovery Down"
3968,"Delusions"
3969,"Delusions"
3970,""
3971,""
3972,"Ambitious Lure"
3973,"Modest Lure"
3974,"Levitate"
3975,"Damage Up"
3976,"Eukrasian Dosis III"
3977,"Shocking Cross"
3978,"X Marks the Shock"
3979,"Electrical Charge"
3980,"Numbing Current"
3981,"Toxicosis"
3982,"Toxicosis"
3983,"Down for the Count"
3984,"Temperance"
3985,"Temperance"
3986,"Medica III"
3987,"Medica III of the Seventh Dawn"
3988,"Neutral Sect"
3989,"Macrocosmos"
3990,"ドロー[1]"
3991,"ドロー[2]"
3992,"ドロー[3]"
3993,"ドロー[4]"
3994,"ドロー[5]"
3995,"ドロー[6]"
3996,"On a Roll"
3997,"Concealed"
3998,"_rsv_3998_-1_1_0_0_S74CFC3B0_E74CFC3B0"
3999,"Electrical Condenser"
4000,"Positron"
4001,"Negatron"
4002,"Remote Current"
4003,"Proximate Current"
4004,"Spinning Conductor"
4005,"Roundhouse Conductor"
4006,"Collider Conductor"
4007,"Mustard Bomb"
4008,"Mustard Bombproof"
4009,"Inverse Operations"
4010,"Wandering Eyes"
4011,"Chance of Wildfires"
4012,"Chance of Hyperelectricity"
4013,"Chance of Gale-force Winds"
4014,"Chance of Blizzards"
4015,""
4016,""
4017,""
4018,""
4019,"Chain Deathmatch"
4020,"Bombarium"
4021,"Doped"
4022,"Dangerously Doped"
4023,"Doped and Detonative"
4024,""
4025,""
4026,""
4027,""
4028,""
4029,"Left Windup"
4030,"Right Windup"
4031,"Left Windup"
4032,"Right Windup"
4033,"Shining Encouragement"
4034,"Unbroken Mettle"
4035,"Fractured Mettle"
4036,"Rightward Fracture"
4037,"Leftward Fracture"
4038,"綻び：前"
4039,"Backward Fracture"
4040,"Intersection"
4041,"Balance Drawn"
4042,"Bole Drawn"
4043,"Arrow Drawn"
4044,"Spear Drawn"
4045,"Ewer Drawn"
4046,"Spire Drawn"
4047,"Projection"
4048,"One-two Memory"
4049,"Four-crossed Memory"
4050,"Rightward Memory"
4051,"Leftward Memory"
4052,"Four-swipe Memory"
4053,"Two-swipe Memory"
4054,""
4055,""
4056,""
4057,""
4058,""
4059,""
4060,""
4061,""
4062,""
4063,""
4064,"Twisted Tongue"
4065,"The Narwhal's Lullaby"
4066,"The Narwhal's Lullaby"
4067,"Wide-eyed"
4068,"Bleeding"
4069,""
4070,""
4071,"Positive Charge"
4072,"Negative Charge"
4073,"Revised to Wildfires"
4074,"Revised to Blizzards"
4075,"Revised to Hyperelectricity"
4076,"Revised to Gale-force Winds"
4077,""
4078,""
4079,""
4080,""
4081,""
4082,""
4083,""
4084,""
4085,""
4086,""
4087,""
4088,""
4089,""
4090,""
4091,""
4092,""
4093,""
4094,"Reawakened"
4095,"Slither"
4096,"Hardened Scales"
4097,"Armored Scales"
4098,"Snake's Bane"
4099,"Noxious Gnash"
4100,"Aetherhues"
4101,"Aetherhues II"
4102,"Subtractive Palette"
4103,"Moogle Portrait"
4104,"Madeen Portrait"
4105,"Pom Motif"
4106,"Wing Motif"
4107,"Claw Motif"
4108,"Maw Motif"
4109,"Pom Muse"
4110,"Winged Muse"
4111,"Clawed Muse"
4112,"Fanged Muse"
4113,"Smudge"
4114,"Tempera Coat"
4115,"Tempera Grassa"
4116,"Advent of Chocobastion"
4117,"Chocobastion"
4118,"Starstruck"
4119,"Star Prism"
4120,"Hunter's Instinct"
4121,"Swiftscaled"
4122,"Perpetual Conflagration"
4123,"Life Siphon"
4124,"Pom Sketch"
4125,"Wing Sketch"
4126,"Claw Sketch"
4127,"Maw Sketch"
4128,"Dreamwoven Mimicry"
4129,"Dawn's Resolve"
4130,"Authority's Hold"
4131,""
4132,"Down for the Count"
4133,"Haste"
4134,"Honor's Accord"
4135,"●攻撃回想"
4136,"Aetherstock"
4137,"Bleeding"
4138,"Bleeding"
4139,"Ghostly Guise"
4140,"Boiling"
4141,"Heatstroke"
4142,"Cold Sweats"
4143,"Top of the Hive"
4144,"Acceleration Bomb"
4145,"Rotten Honey"
4146,""
4147,"Bee Be Gone"
4148,"Bee Be Here"
4149,"Sustained Damage"
4150,"Deep Freeze"
4151,"Leftward Omen"
4152,"Rightward Omen"
4153,"Forward Omen"
4154,"Rearward Omen"
4155,"Leftward Omen"
4156,"Rightward Omen"
4157,"Chains of Everlasting Light"
4158,"Curse of Everlasting Light"
4159,"The Weight of Light"
4160,"Light's Design"
4161,"Darkness's Design"
4162,"Physical Vulnerability Up"
4163,"Stun"
4164,"Light Resistance Down II"
4165,"Fated Burn Mark"
4166,"Powder Mark Trail"
4167,"Hysteria"
4168,"Rampart"
4169,"Rroneek Pulse"
4170,"Blood of the Br'aax"
4171,"Spell-in-Waiting: Return II"
4172,"Return II"
4173,"Adamant Scales"
4174,"Spell-in-Waiting: Quietus"
4175,"Burning Ward"
4176,"バインド"
4177,"Inner Darkness"
4178,"Outer Darkness"
4179,"Veil of Darkness"
4180,"Arcane Design"
4181,"Deadly Embrace"
4182,"Abyssal Edge"
4183,"In Training"
4184,"Spiteful Flames"
4185,"Bonds of Loathing"
4186,"Authority's Expansion"
4187,"Authority's Boot"
4188,"Authority's Heel"
4189,"East Wind of Change"
4190,"West Wind of Change"
4191,"Rehabilitation"
4192,"Epic Hero"
4193,"Epic Villain"
4194,"Fated Hero"
4195,"Fated Villain"
4196,"Vaunted Hero"
4197,"Vaunted Villain"
4198,"Mighty Strikes"
4199,""
4200,""
4201,""
4202,""
4203,""
4204,""
4205,""
4206,""
4207,""
4208,"Spell-in-Waiting: Return"
4209,"Jog"
4210,"Amnesia"
4211,"Playing with Fire"
4212,"Playing with Ice"
4213,"Pyromania"
4214,"Cryomania"
4215,""
4216,"Tsubame-gaeshi"
4217,"Tsubame-gaeshi"
4218,"Tsubame-gaeshi"
4219,"Levitation"
4220,"Material Miracle"
4221,""
4222,""
4223,""
4224,""
4225,"Ice Aegis"
4226,"Phantom Mastery"
4227,"Balanced Party"
4228,"Duties as Assigned"
4229,"Battle High"
4230,"Ground Support"
4231,"Phantom Guard"
4232,"Pray"
4233,"Enduring Fortitude"
4234,"Pledge"
4235,"Rage"
4236,"Pent-up Rage"
4237,"Phantom Kick"
4238,"Counterstance"
4239,"Fleetfooted"
4240,"Phantom Aim"
4241,"Deadly Phantom Aim"
4242,"Phantom Freelancer"
4243,"Occult Unicorn"
4244,"Romeo's Ballad"
4245,"Shirahadori"
4246,"Mighty March"
4247,"Offensive Aria"
4248,"Arcane Stop"
4249,"Hero's Rime"
4250,"Hero's Lament"
4251,"Battle Bell"
4252,"Battle's Clangor"
4253,"Blessed Rain"
4254,"Misty Mirage"
4255,"Hasty Mirage"
4256,"Aetherial Gain"
4257,"Ringing Respite"
4258,"Suspend"
4259,"Occult Mage Masher"
4260,"Occult Quick"
4261,"Occult Swift"
4262,"Resurrection Restricted"
4263,"Resurrection Denied"
4264,"Silver Sickness"
4265,"Prediction of Judgment"
4266,"Prediction of Cleansing"
4267,"Prediction of Blessing"
4268,"Prediction of Starfall"
4269,"False Prediction"
4270,"Blessing"
4271,"Recuperation"
4272,"Fortified Recuperation"
4273,"Phantom Doom"
4274,"Phantom Rejuvenation"
4275,"Invulnerability"
4276,"Occult Sprint"
4277,"Vigilance"
4278,"Foreseen Offense"
4279,"Weapon Pilfered"
4280,"Cloudy Caress"
4281,"Supplication Ready"
4282,"Sepulchre Ready"
4283,"Shield Smite"
4284,"Inner Chaos Ready"
4285,"Primal Ruination Ready"
4286,"Wrathful"
4287,"Burgeoning Fury"
4288,"Comeuppance Ready"
4289,"Torcleaver Ready"
4290,"Scorn"
4291,"インペイルメント実行可"
4292,"ハートコンボ実行可"
4293,"Ready to Raze"
4294,"Fated Brand"
4295,"Heart of Corundum"
4296,"Catharsis of Corundum"
4297,"ラフディバイド"
4298,"プシュケー"
4299,"ブラッドドロー"
4300,"絶空拳"
4301,"Fire's Rumination"
4302,"Starcross Ready"
4303,"Dokumori"
4304,"Doton"
4305,"Zesho Meppo Ready"
4306,"Debana"
4307,"Executioner's Guillotine Ready"
4308,"Death Warrant"
4309,"Perfectio Parata"
4310,""
4311,""
4312,"Encore of Light Ready"
4313,"Solo Step"
4314,"Dance of the Dawn"
4315,"Wreath of Fire"
4316,"Wreath of Ice"
4317,"Elemental Star"
4318,"クリムゾンサイクロン"
4319,"Scorch"
4320,"Forte"
4321,"Thorned Flourish"
4322,"Prefulgence Ready"
4323,"アンガジェマン実行可"
4324,"Quick Sketch"
4325,"ハート・オブ・ミゼリ"
4326,"Sacred Sight"
4327,"Seraphism"
4328,"Lady of Crowns"
4329,"Lord of Crowns"
4330,"Epicycle"
4331,"Retrograde Ready"
4332,"Divining"
4333,"Lethargy"
4334,"Wicked Water"
4335,"Gelid Gaol"
4336,"Prey: Lesser Axebit"
4337,"Prey: Greater Axebit"
4338,"Prey: Lancepoint"
4339,"Unsealed"
4340,"Bind"
4341,"Heavy"
4342,"Buyer's Remorse"
4343,"Buyer's Remorse"
4344,"Buyer's Remorse"
4345,"Cursed Change"
4346,"Buy! Buy! Buy!"
4347,"Buy! Buy! Buy!"
4348,"Buy! Buy! Buy!"
4349,"Fury"
4350,"Down for the Count"
4351,"Lord Unshadowed"
4352,"Covered"
4353,"Defying Gravity"
4354,"Crater Later"
4355,"Dark Defenses"
4356,"闇の攻勢"
4357,"Redrawn Domain"
4358,"Phantom Knight"
4359,"Phantom Berserker"
4360,"Phantom Monk"
4361,"Phantom Ranger"
4362,"Phantom Samurai"
4363,"Phantom Bard"
4364,"Phantom Geomancer"
4365,"Phantom Time Mage"
4366,"Phantom Cannoneer"
4367,"Phantom Chemist"
4368,"Phantom Oracle"
4369,"Phantom Thief"
4370,"Damage Down"
4371,"Damage Down"
4372,"Mark of Mortality"
4373,"Spell-in-Waiting Refrain"
4374,"Stun"
4375,"Vulnerability Up"
4376,"Transporting"
4377,"Liftoff"
4378,"Stun"
4379,"Toxicosis"
4380,"Life Drain"
4381,"ドレッドセンチネル"
4382,"Thunderous Memory"
4383,"Fire Resistance Down II"
4384,"Valued Customer"
4385,"Swift Sprint"
4386,"Lightning Resistance Down"
4387,""
4388,""
4389,"_rsv_4389_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4390,"_rsv_4390_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4391,"_rsv_4391_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4392,"_rsv_4392_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4393,"_rsv_4393_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4394,"_rsv_4394_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4395,"_rsv_4395_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4396,"_rsv_4396_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4397,"_rsv_4397_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4398,"Stellar Sprint"
4399,"Further Ruin"
4400,"Crimson Strike Ready"
4401,""
4402,"Seraphic Illumination"
4403,"Crimson Strike Ready"
4404,"Nastrond Ready"
4405,"Carrot Power"
4406,""
4407,"Damage Up"
4408,""
4409,"Star Contributor"
4410,"Invincibility"
4411,""
4412,""
4413,""
4414,""
4415,""
4416,"Uninterrupted"
4417,"Forward Omen"
4418,"Rearward Omen"
4419,"Leftward Omen"
4420,"Rightward Omen"
4421,"Forward Omen"
4422,"Rearward Omen"
4423,"Leftward Omen"
4424,""
4425,"Rightward Omen"
4426,"Forward Omen"
4427,"Rearward Omen"
4428,"Leftward Omen"
4429,"Rightward Omen"
4430,"Leftward Omen"
4431,""
4432,"Shining Encouragement"
4433,"Stun"
4434,""
4435,""
4436,"Vulnerability Down"
4437,""
4438,"Tritonic Gravity"
4439,"Nereidic Gravity"
4440,"Phobosic Gravity"
4441,"Nova Ooze"
4442,"Ice Ooze"
4443,"Icebound Buffoonery"
4444,"Toxic Minerals"
4445,"Petrification"
4446,"Short Fuse"
4447,"Long Fuse"
4448,"_rsv_4448_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4449,"Sweltering"
4450,"_rsv_4450_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4451,"_rsv_4451_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4452,"_rsv_4452_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4453,"_rsv_4453_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4454,"_rsv_4454_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4455,"Fire Resistance Up"
4456,"Lightning Resistance Down II"
4457,"_rsv_4457_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4458,"Armed to the Teeth"
4459,"_rsv_4459_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4460,"Burn Baby Burn"
4461,"_rsv_4461_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4462,"_rsv_4462_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4463,"_rsv_4463_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4464,"Perfect Groove"
4465,""
4466,"_rsv_4466_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4467,"_rsv_4467_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4468,"_rsv_4468_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4469,"_rsv_4469_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4470,"Silence"
4471,"In the Spotlight"
4472,"Spotlightless"
4473,"Prey"
4474,"Right of Entry: The Forked Tower"
4475,"Gravitational Stability"
4476,"Rampage"
4477,"Swift"
4478,"Dervish"
4479,"Bravery"
4480,"Rust"
4481,"Stoneskin II"
4482,"Diabrosis"
4483,"PvP Role Action: Rampage"
4484,"PvP Role Action: Rampart"
4485,"PvP Role Action: Full Swing"
4486,"PvP Role Action: Bloodbath"
4487,"PvP Role Action: Swift"
4488,"PvP Role Action: Smite"
4489,"PvP Role Action: Dervish"
4490,"PvP Role Action: Bravery"
4491,"PvP Role Action: Eagle Eye Shot"
4492,"PvP Role Action: Comet"
4493,"PvPロールアクション：バリア"
4494,"PvP Role Action: Rust"
4495,"PvP Role Action: Haelan"
4496,"PvP Role Action: Stoneskin II"
4497,"PvP Role Action: Diabrosis"
4498,"Power Saver Mode"
4499,"_rsv_4499_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4500,"_rsv_4500_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4501,"_rsv_4501_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4502,"_rsv_4502_-1_1_0_0_S74CFC3B0_E74CFC3B0"
4503,"Burns"
4504,"Electrocution"
4505,""
4506,""
4507,""
4508,""
4509,""
4510,""
4511,""
4512,""
4513,"Now Boarding"
4514,"Damage Down"
4515,""
4516,"PvP Role Action: Phantom Dart"
4517,"Hungry for Victory"
4518,""
4519,""
4520,"Sprint"
4521,""
4522,""
4523,""
4524,""
4525,""
4526,""
4527,""
4528,""
4529,""
4530,""
4531,""
4532,""
4533,""
4534,""
4535,""
4536,""
4537,"Stone Curse"
4538,"Damage Up"
4539,"Invincibility"
4540,"Piercing Resistance Down"
4541,""
4542,""
4543,""
4544,""
4545,""
4546,""
4547,""
4548,""
4549,""
4550,""
4551,""
4552,""
4553,""
4554,""
4555,""
4556,""
4557,""
4558,"Doom"
4559,""
4560,""
4561,""
4562,""
4563,""
4564,""
4565,""
4566,""
