key,0,1,2
#,Name,AttackType,Recast<100ms>
int32,str,int32,int32
33294,"Arkane Enthüllung",魔法,0,
33295,"Arkane Enthüllung",魔法,0,
33296,"Arkane Enthüllung",魔法,0,
33297,"Zweifache Enthüllung",魔法,0,
33298,"Zweifache Enthüllung",魔法,0,
33299,"Arche",魔法,0,
33300,"Arche",魔法,0,
33301,"Magieexplosion",魔法,0,
33302,"Magieexplosion",魔法,0,
33303,"Styx",魔法,0,
33304,"Styx",魔法,0,
33305,"Boten des Schattens",魔法,0,
33306,"Auflösungsbeschluss",突,0,
33307,"Auflösungsbeschluss",突,0,
33308,"Auflösungsbeschluss",突,0,
33309,"Lichtbombe",魔法,0,
33310,"Dunkelschlag",魔法,0,
33311,"Dunkelschlag",魔法,0,
33312,"Erhebungsbeschluss",突,0,
33313,"Erhebungsbeschluss",突,0,
33314,"Schwungattacke",打,0,
33315,"Schwungattacke",打,0,
33316,"Lichtstoß",魔法,0,
33317,"Dunkler Kreis",魔法,0,
33318,"Urteilsschlag",魔法,0,
33319,"Explosion",魔法,0,
33320,"Detonation",魔法,0,
33321,"Blendendes Licht",魔法,0,
33322,"Blendendes Licht",魔法,0,
33323,"Eunomia",魔法,0,
33324,"Letzte Schlichtung",魔法,0,
33325,"Dike",突,0,
33326,"Dike",突,0,
33327,"Dike",突,0,
33328,"Dike",突,0,
33329,"Dike",突,0,
33330,"Dike",突,0,
33331,"",突,0,
33332,"",突,0,
33333,"",,0,
33334,"Seelenwende",,0,
33335,"Bodenwelle",打,0,
33336,"Rundumtritt innen",打,0,
33337,"Rundumtritt außen",打,0,
33338,"Aufbrecher",魔法,0,
33339,"Resonanzfrequenz",打,0,
33340,"Explosivfrequenz",打,0,
33341,"Flutzeit",,0,
33342,"Wasserhose",魔法,0,
33343,"Wassersturm",魔法,0,
33344,"Hauch der Gezeiten",魔法,0,
33345,"Ruf aus der Tiefe",魔法,0,
33346,"Eindreschen",打,0,
33347,"Oktoschlag",,0,
33348,"Kreisfeger",打,0,
33349,"Telekinese",,0,
33350,"",,0,
33351,"Telekinese",打,0,
33352,"Spuckstrahl",,0,
33353,"Spuckstrahl",魔法,0,
33354,"Hauch der Gezeiten",魔法,0,
33355,"Wilde Augen",魔法,0,
33356,"Schrei der Gezeiten",魔法,0,
33357,"Attacke",魔法,0,
33358,"Funkensprung",,0,
33359,"Funkensprung",,0,
33360,"Funkensprung",斬,0,
33361,"Funkenstrom",魔法,0,
33362,"Wirbelklaue",斬,0,
33363,"Blitzgespinst",魔法,0,
33364,"Kampfesschrei",魔法,0,
33365,"Entladung",魔法,0,
33366,"Funkenklaue",斬,0,
33367,"Elektrisieren",魔法,0,
33368,"Fetzklaue",斬,0,
33369,"Spucknetz",,0,
33370,"Spucknetz",魔法,0,
33371,"Großnetz",魔法,0,
33372,"Großnetz",魔法,0,
33373,"Pandæmonische Säule",,0,
33374,"Impakt",,0,
33375,"Impakt",突,0,
33376,"Detonation",魔法,0,
33377,"Einkerkerung",,0,
33378,"Einkerkerung",魔法,0,
33379,"Kanonenbrut",,0,
33380,"Kanonenbrut",魔法,0,
33381,"Pandæmonischer Strahl",,0,
33382,"Pandæmonischer Strahl",魔法,0,
33383,"Pandæmonischer Strahl",,0,
33384,"Himmelssturz",,0,
33385,"Himmelssturz",打,0,
33386,"Höllenpein der Tiefe",,0,
33387,"Höllenpein der Tiefe",打,0,
33388,"Höllenpein der Tiefe",打,0,
33389,"Höllenpein der Tiefe",打,0,
33390,"Höllenpein der Tiefe",打,0,
33391,"Höllenpein der Tiefe",打,0,
33392,"Teilungsstrahl",,0,
33393,"Teilungsstrahl",魔法,0,
33394,"Übler Schritt",,0,
33395,"Übler Schritt",突,0,
33396,"Übler Schritt",突,0,
33397,"Detonation",魔法,0,
33398,"Pandæmonischer Kollaps",,0,
33399,"Pandæmonischer Kollaps",魔法,0,
33400,"Seelengreifer",,0,
33401,"Seelengreifer",魔法,0,
33402,"Attacke",打,0,
33403,"Ultima",魔法,0,
33404,"Spucknetz",,0,
33405,"Spucknetz",魔法,0,
33406,"Großnetz",魔法,0,
33407,"Schwernetz",魔法,0,
33408,"Pandæmonische Säule",,0,
33409,"Impakt",,0,
33410,"Impakt",突,0,
33411,"Detonation",魔法,0,
33412,"Einkerkerung",,0,
33413,"Einkerkerung",魔法,0,
33414,"Kanonenbrut",,0,
33415,"Kanonenbrut",魔法,0,
33416,"Verdammungsschub",魔法,0,
33417,"Pandæmonischer Strahl",,0,
33418,"Pandæmonischer Strahl",魔法,0,
33419,"Pandæmonischer Strahl",,0,
33420,"Jadeweg",魔法,0,
33421,"Himmelssturz",,0,
33422,"Himmelssturz",打,0,
33423,"Höllenpein der Tiefe",,0,
33424,"Höllenpein der Tiefe",打,0,
33425,"Höllenpein der Tiefe",打,0,
33426,"Höllenpein der Tiefe",打,0,
33427,"Höllenpein der Tiefe",打,0,
33428,"Höllenpein der Tiefe",打,0,
33429,"Teilungsstrahl",,0,
33430,"Teilungsstrahl",魔法,0,
33431,"Teilungsstrahl",,0,
33432,"Teilungsstrahl",魔法,0,
33433,"Übler Schritt",,0,
33434,"Übler Schritt",突,0,
33435,"Übler Schritt",突,0,
33436,"Detonation",魔法,0,
33437,"Pandæmonischer Kollaps",,0,
33438,"Pandæmonischer Kollaps",魔法,0,
33439,"Seelengreifer",,0,
33440,"Seelengreifer",魔法,0,
33441,"Dæmonische Fessel",,0,
33442,"Dæmonische Fessel",魔法,0,
33443,"Duodæmonische Fessel",魔法,0,
33444,"Attacke",打,0,
33445,"Ultima",魔法,0,
33446,"Pandæmonisches Sanctus",魔法,0,
33447,"Pandæmonischer Ring",魔法,0,
33448,"Elementarschub",魔法,0,
33449,"Elementarschub",魔法,0,
33450,"Elementarschub",魔法,0,
33451,"Elementarschub",魔法,0,
33452,"Elementarschub",魔法,0,
33453,"Elementarschub",魔法,0,
33454,"Einheitliche Magie",,0,
33455,"Einheitliche Magie",,0,
33456,"Serienmagie",,0,
33457,"Einheitliche Magie",,0,
33458,"Einheitliche Magie",,0,
33459,"Systemfehler",,0,
33460,"Eisgitter",魔法,0,
33461,"Eisra",魔法,0,
33462,"Feura",魔法,0,
33463,"Dreifachflamme",魔法,0,
33464,"Blitzra",魔法,0,
33465,"Elektrisieren",魔法,0,
33466,"Elektrofunke",魔法,0,
33467,"",,0,
33468,"Superkette - Theorie",,0,
33469,"Superkette - Ausbruch",魔法,0,
33470,"Superkette - Kreis",魔法,0,
33471,"Seelenfessel",,0,
33472,"Vielfraß",魔法,0,
33473,"Dreifaltigkeit der Seelen",魔法,0,
33474,"Dreifaltigkeit der Seelen",魔法,0,
33475,"Dreifaltigkeit der Seelen",魔法,0,
33476,"Dreifaltigkeit der Seelen",魔法,0,
33477,"Dreifaltigkeit der Seelen",魔法,0,
33478,"Dreifaltigkeit der Seelen",魔法,0,
33479,"Paradigma",,0,
33480,"Lichtstrahl",魔法,0,
33481,"Weißes Feuer",,0,
33482,"Weißes Feuer",魔法,0,
33483,"Ultima-Klinge",,0,
33484,"Ultima-Klinge",魔法,0,
33485,"Palladion",,0,
33486,"Palladion",魔法,0,
33487,"Schockwelle",魔法,0,
33488,"Palladion",,0,
33489,"Palladion",魔法,0,
33490,"Theos Ultima",魔法,0,
33491,"Klarer Schnitt",斬,0,
33492,"Lichtstrahl",魔法,0,
33493,"Glaukopis",魔法,0,
33494,"Dialogos",打,0,
33495,"Dialogos",魔法,0,
33496,"Parthenos",魔法,0,
33497,"Auf der Seele",魔法,0,
33498,"Superkette - Theorie 1",,0,
33499,"Superkette - Ausbruch",魔法,0,
33500,"Superkette - Kreis",魔法,0,
33501,"Superkette - Strahlung",魔法,0,
33502,"Superkette - Emission",魔法,0,
33503,"Seelenfessel",,0,
33504,"Vielfraß",魔法,0,
33505,"Dreifaltigkeit der Seelen",魔法,0,
33506,"Dreifaltigkeit der Seelen",魔法,0,
33507,"Dreifaltigkeit der Seelen",魔法,0,
33508,"Dreifaltigkeit der Seelen",魔法,0,
33509,"Dreifaltigkeit der Seelen",魔法,0,
33510,"Dreifaltigkeit der Seelen",魔法,0,
33511,"Dreifaltigkeit der Seelen",魔法,0,
33512,"Dreifaltigkeit der Seelen",魔法,0,
33513,"Dreifaltigkeit der Seelen",魔法,0,
33514,"Dreifaltigkeit der Seelen",魔法,0,
33515,"Dreifaltigkeit der Seelen",魔法,0,
33516,"Dreifaltigkeit der Seelen",魔法,0,
33517,"Paradigma",,0,
33518,"Lichtstrahl",魔法,0,
33519,"Weißes Feuer",,0,
33520,"Weißes Feuer",魔法,0,
33521,"Radianz",魔法,0,
33522,"Seelenbrenner",魔法,0,
33523,"Ultima-Klinge",,0,
33524,"Ultima-Klinge",魔法,0,
33525,"Palladion",,0,
33526,"Palladion",魔法,0,
33527,"Schockwelle",魔法,0,
33528,"Palladion",,0,
33529,"Palladion",魔法,0,
33530,"Theos Ultima",魔法,0,
33531,"Klarer Schnitt",斬,0,
33532,"Glaukopis",魔法,0,
33533,"Glaukopis",魔法,0,
33534,"Apodialogos",,0,
33535,"Peridialogos",,0,
33536,"Apodialogos",打,0,
33537,"Peridialogos",打,0,
33538,"Dialogos",魔法,0,
33539,"Parthenos",魔法,0,
33540,"Auf der Seele",魔法,0,
33541,"Seelensiegel",,0,
33542,"Theisches Sanctus",魔法,0,
33543,"Polarisierter Strahl",,0,
33544,"Dunkelschlag",魔法,0,
33545,"Lichtschlag",魔法,0,
33546,"Theisches Kreuz",魔法,0,
33547,"Theisches Schrägkreuz",魔法,0,
33548,"Dunkelglühen",魔法,0,
33549,"Lichtglühen",魔法,0,
33550,"Schattenvordringen",魔法,0,
33551,"Lichtvordringen",魔法,0,
33552,"Detonation",魔法,0,
33553,"Detonation",魔法,0,
33554,"Entladung",魔法,0,
33555,"Elektrifizieren",魔法,0,
33556,"",,0,
33557,"",,0,
33558,"",,0,
33559,"Zenitspaltung",,0,
33560,"Zenitspaltung",斬,0,
33561,"Zenitspaltung",斬,0,
33562,"Pallas-Griff",,0,
33563,"Pallas-Griff",,0,
33564,"Pallas-Griff",打,0,
33565,"Pallas-Griff",打,0,
33566,"Ekpyrosis",,0,
33567,"Ekpyrosis",魔法,0,
33568,"Ekpyrosis",魔法,0,
33569,"Ekpyrosis",魔法,0,
33570,"Ekpyrosis",魔法,0,
33571,"Pallas-Strahl",,0,
33572,"Pallas-Strahl",魔法,0,
33573,"Pallas-Strahl",魔法,0,
33574,"Gaiaochos",魔法,0,
33575,"Demi-Parhelion",,0,
33576,"Demi-Parhelion",,0,
33577,"Geozentrismus",,0,
33578,"Geozentrismus",,0,
33579,"Geozentrismus",,0,
33580,"Demi-Parhelion",魔法,0,
33581,"Demi-Parhelion",魔法,0,
33582,"Gottes Wort",魔法,0,
33583,"Beschwörung der Dunkelheit",,0,
33584,"Ultima-Strahl",魔法,0,
33585,"Elementarschöpfung",魔法,0,
33586,"Fusionsknall",魔法,0,
33587,"Desintegration",魔法,0,
33588,"Aspektierte Welle",魔法,0,
33589,"Aspektierte Welle",魔法,0,
33590,"Panta Rhei",,0,
33591,"Panta Rhei",,0,
33592,"Kalorische Theorie",魔法,0,
33593,"Detonation",魔法,0,
33594,"Pyrischer Puls",魔法,0,
33595,"Dynamische Atmosphäre",魔法,0,
33596,"Entropischer Exzess",魔法,0,
33597,"Kalorische Theorie",魔法,0,
33598,"Kalorische Theorie",魔法,0,
33599,"Pangenesis",魔法,0,
33600,"Biochemischer Faktor",魔法,0,
33601,"Ex-Faktor",魔法,0,
33602,"Pantheos",,0,
33603,"Vorzeit der Schatten",魔法,0,
33604,"Vorzeit des Lichts",魔法,0,
33605,"Detonation",魔法,0,
33606,"Detonation",魔法,0,
33607,"Interner Faktor",魔法,0,
33608,"Ultima-Schlag",魔法,0,
33609,"Ignorabimus",魔法,0,
33610,"Theos Ultima",魔法,0,
33611,"",魔法,0,
33612,"",魔法,0,
33613,"",魔法,0,
33614,"",,0,
33615,"Blitzeruption",魔法,0,
33616,"Polarisiertes Leuchten",,0,
33617,"",,0,
33618,"Lichterschein",魔法,0,
33619,"Sichelschweif",魔法,150,
33620,"Demi-Parhelion",魔法,0,
33621,"Aquaga",魔法,150,
33622,"Kreisfeger",斬,150,
33623,"Entfesselte Wut",魔法,150,
33624,"Juji Shuriken",斬,150,
33625,"Reiteransturm",斬,150,
33626,"Aquaga",魔法,220,
33627,"Blutrotes Edikt",魔法,150,
33628,"Isso",斬,150,
33629,"Wirbeltatze",斬,250,
33630,"Tatzentanz",斬,250,
33631,"Mitternachtsblaues Edikt",魔法,150,
33632,"Tschinelle",打,150,
33633,"Hinterholz",打,250,
33634,"Eichelbombe",魔法,250,
33635,"Tatzenhieb",打,150,
33636,"Wirbelnde Worte",魔法,150,
33637,"Äußeres Wetterleuchten",魔法,250,
33638,"Inneres Wetterleuchten",魔法,250,
33639,"Yamakagura",魔法,150,
33640,"Kunst der Feuerblüte",魔法,0,
33641,"Kunst der Windblüte",魔法,0,
33642,"Kunst der Wasserblüte",,0,
33643,"Kunst der Wasserblüte",魔法,0,
33644,"Kunst der Gewitterblüte",,0,
33645,"Kunst der Gewitterblüte",魔法,0,
33646,"Oka Ranman",魔法,0,
33647,"Siegel der Feuerblüte",,0,
33648,"Siegel der Windblüte",,0,
33649,"Siegel der Gewitterblüte",,0,
33650,"Siegel der Wasserblüte",,0,
33651,"Siegel des Aufblühens",,0,
33652,"Siegel des Wildblühens",,0,
33653,"Siegel der Feuerblüte",魔法,0,
33654,"Siegel der Windblüte",魔法,0,
33655,"Siegel der Wasserblüte",魔法,0,
33656,"Siegel der Gewitterblüte",魔法,0,
33657,"Kunst des Blütensiegels",,0,
33658,"Siegel der Feuerblüte",,0,
33659,"Siegel der Windblüte",,0,
33660,"Siegel der Gewitterblüte",,0,
33661,"Siegel der Wasserblüte",,0,
33662,"Doppeltes Ich",,0,
33663,"Schattenschlag",,0,
33664,"Schattenschlag",斬,0,
33665,"Shikunshi",,0,
33666,"Shikunshi",,0,
33667,"",,0,
33668,"",,0,
33669,"Shikunshi des Feuers",魔法,0,
33670,"Shikunshi des Wassers",魔法,0,
33671,"Shikunshi des Gewitters",魔法,0,
33672,"Shikunshi der Erde",魔法,0,
33673,"Schlammblüte",,0,
33674,"Schlammblüte",魔法,0,
33675,"Eisblüte",,0,
33676,"Eisblüte",魔法,0,
33677,"Schlammklumpen",,0,
33678,"Schlammklumpen",打,0,
33679,"Wirbel der Windblüte",,0,
33680,"Wirbel der Windblüte",魔法,0,
33681,"Grollen der Gewitterblüte",,0,
33682,"Grollen der Gewitterblüte",魔法,0,
33683,"Blütenblätterregen",魔法,0,
33684,"Fallenstellen",,0,
33685,"Tatami-gaeshi",,0,
33686,"Tatami-gaeshi",打,0,
33687,"Blitz der Gewitterblüte",,0,
33688,"Blitz der Gewitterblüte",,0,
33689,"Blitz der Gewitterblüte",魔法,0,
33690,"Blitz der Gewitterblüte",魔法,0,
33691,"Hasenmedium",,0,
33692,"Donden-gaeshi",,0,
33693,"Kunst der Flauschigkeit",魔法,0,
33694,"Kunst der Flauschigkeit",魔法,0,
33695,"Auflodern der Feuerblüte",,0,
33696,"Auflodern der Feuerblüte",魔法,0,
33697,"Mebuki",,0,
33698,"Dornenkerker",魔法,0,
33699,"Explosion",魔法,0,
33700,"Wurzelwachstum",,0,
33701,"Wurzelwachstum",魔法,0,
33702,"Wurzelwachstum",魔法,0,
33703,"Blütenwirbel",,0,
33704,"Blätterschlag",魔法,0,
33705,"Trichterwinde",斬,0,
33706,"Kuge Rantsui",魔法,0,
33707,"",,0,
33708,"Göttliches Erwachen",,0,
33709,"Göttliches Erwachen",,0,
33710,"Ikonografie: Sockelschnitt",斬,0,
33711,"Sockelschnitt",斬,0,
33712,"Ikonografie: Rad der Deinkarnation",斬,0,
33713,"Rad der Deinkarnation",斬,0,
33714,"Ikonografie: Klingenspitze",魔法,0,
33715,"Klingenspitze",魔法,0,
33716,"",,0,
33717,"Sechsklingen-Khadga",,0,
33718,"Khadga",斬,0,
33719,"Khadga",斬,0,
33720,"Khadga",斬,0,
33721,"Khadga",斬,0,
33722,"Khadga",斬,0,
33723,"Khadga",斬,0,
33724,"Vielgesichtig",,0,
33725,"Antlitz des Zorns",,0,
33726,"Antlitz des Vergnügens",,0,
33727,"Antlitz des Zorns",,0,
33728,"Antlitz des Vergnügens",,0,
33729,"Antlitz des Zorns",,0,
33730,"Antlitz des Vergnügens",,0,
33731,"Vergänglichkeit",斬,0,
33732,"Flüchtiger Streich",斬,0,
33733,"Klingenlicht",,0,
33734,"Lichtstrahl",魔法,0,
33735,"Rad der Lehre",斬,0,
33736,"Chakram",斬,0,
33737,"Chakram",斬,0,
33738,"Chakram",斬,0,
33739,"Chakram",斬,0,
33740,"Chakram",斬,0,
33741,"Schneidendes Juwel",魔法,0,
33742,"Irdene Ebene",魔法,0,
33743,"Licht der Ordnung",,0,
33744,"Licht der Ordnung",魔法,0,
33745,"地光",,0,
33746,"地光",魔法,0,
33747,"Serienmagie",,0,
33748,"Einheitliche Magie",,0,
33749,"Einheitliche Magie",,0,
33750,"Serienmagie",,0,
33751,"Elektrizitätsgenerierung",,0,
33752,"Dunstfresser",,0,
33753,"Dunstfresser",,0,
33754,"",,0,
33755,"Sechs Alleen: Einfach",,0,
33756,"Sechs Alleen: Einfach",,0,
33757,"Sechs Alleen: Einfach",魔法,0,
33758,"Springender Blitz",魔法,0,
33759,"Springender Blitz",魔法,0,
33760,"Springender Blitz",魔法,0,
33761,"Blitzschlag: Einfach",,0,
33762,"Blitzschlag: Einfach",魔法,0,
33763,"Wolke zu Wolke",魔法,0,
33764,"Wolke zu Wolke",魔法,0,
33765,"Wolke zu Wolke",魔法,0,
33766,"Reißzahn des Löwen",打,0,
33767,"Blitzgang",魔法,0,
33768,"Klagender Schrei",,0,
33769,"Kontrolliertes Beben",魔法,0,
33770,"Yoki",,0,
33771,"Yoki",魔法,0,
33772,"Yoki-uzu",魔法,0,
33773,"Kopflose Drehung",打,0,
33774,"Stürmen",打,0,
33775,"Vasokonstriktor",魔法,0,
33776,"Rechter Feger",打,0,
33777,"Linker Feger",打,0,
33778,"Reisho",魔法,0,
33779,"Sturmauge",魔法,0,
33780,"Sturmwirbel",魔法,0,
33781,"Enkyo",魔法,0,
33782,"Schrecklicher Schrei",魔法,0,
33783,"",,0,
33784,"Elektrizitätsgenerierung",,0,
33785,"Dunstfresser",,0,
33786,"Dunstfresser",,0,
33787,"",,0,
33788,"Sechs Alleen",,0,
33789,"Sechs Alleen",,0,
33790,"Sechs Alleen",魔法,0,
33791,"Springender Blitz",魔法,0,
33792,"Springender Blitz",魔法,0,
33793,"Springender Blitz",魔法,0,
33794,"Blitzschlag",,0,
33795,"Blitzschlag",魔法,0,
33796,"Wolke zu Wolke",魔法,0,
33797,"Wolke zu Wolke",魔法,0,
33798,"Wolke zu Wolke",魔法,0,
33799,"Reißzahn des Löwen",打,0,
33800,"Reißzahn des Löwen",打,0,
33801,"Blitzgang",魔法,0,
33802,"Klagender Schrei",,0,
33803,"Rechter Feger",打,0,
33804,"Linker Feger",打,0,
33805,"Reisho",魔法,0,
33806,"Rachsüchtige Seelen",,0,
33807,"Rote Aura",魔法,0,
33808,"Schwarze Aura",魔法,0,
33809,"Detonation",魔法,0,
33810,"Sturmwirbel",魔法,0,
33811,"Auge des Sturmwirbels",魔法,0,
33812,"Auge des Sturmwirbels",魔法,0,
33813,"Wirbel des Sturmauges",魔法,0,
33814,"Wirbel des Sturmauges",魔法,0,
33815,"Unnatürliches Heulen",,0,
33816,"Unnatürliches Leiden",魔法,0,
33817,"Unnatürliche Macht",魔法,0,
33818,"Enkyo",魔法,0,
33819,"Schrecklicher Schrei",魔法,0,
33820,"Schlängeln",打,0,
33821,"",,0,
33822,"Enkyo",魔法,0,
33823,"Elektrizitätsgenerierung",,0,
33824,"Dunstfresser",,0,
33825,"Dunstfresser",,0,
33826,"",,0,
33827,"Sechs Alleen",,0,
33828,"Sechs Alleen",,0,
33829,"Sechs Alleen",魔法,0,
33830,"Springender Blitz",魔法,0,
33831,"Springender Blitz",魔法,0,
33832,"Springender Blitz",魔法,0,
33833,"Blitzschlag",,0,
33834,"Blitzschlag",魔法,0,
33835,"Wolke zu Wolke",魔法,0,
33836,"Wolke zu Wolke",魔法,0,
33837,"Wolke zu Wolke",魔法,0,
33838,"Reißzahn des Löwen",打,0,
33839,"Reißzahn des Löwen",打,0,
33840,"Blitzgang",魔法,0,
33841,"Klagender Schrei",,0,
33842,"Rechter Feger",打,0,
33843,"Linker Feger",打,0,
33844,"Reisho",魔法,0,
33845,"Rachsüchtige Seelen",,0,
33846,"Rote Aura",魔法,0,
33847,"Schwarze Aura",魔法,0,
33848,"Detonation",魔法,0,
33849,"Sturmwirbel",魔法,0,
33850,"Auge des Sturmwirbels",魔法,0,
33851,"Auge des Sturmwirbels",魔法,0,
33852,"Wirbel des Sturmauges",魔法,0,
33853,"Wirbel des Sturmauges",魔法,0,
33854,"Unnatürliches Heulen",,0,
33855,"Unnatürliches Leiden",魔法,0,
33856,"Unnatürliche Macht",魔法,0,
33857,"Enkyo",魔法,0,
33858,"Schrecklicher Schrei",魔法,0,
33859,"Schlängeln",打,0,
33860,"",,0,
33861,"Enkyo",魔法,0,
33862,"Unstetes Vita",魔法,25,
33863,"Unsteter Geistpfeil",,25,
33864,"Unsteter Schutzwall",,150,
33865,"Antlitz des Zorns",魔法,0,
33866,"Antlitz des Vergnügens",魔法,0,
33867,"",魔法,0,
33868,"",魔法,0,
33869,"Windsphäre",,0,
33870,"",,0,
33871,"",,0,
33872,"",,0,
33873,"",,0,
33874,"",,0,
33875,"Windsphäre",,0,
33876,"Windsphäre",魔法,0,
33877,"Windsphäre",魔法,0,
33878,"Windsphäre",魔法,0,
33879,"Windsphäre",魔法,0,
33880,"Windsphäre",魔法,0,
33881,"Windsphäre",魔法,0,
33882,"Windsphäre",魔法,0,
33883,"Windsphäre",魔法,0,
33884,"Nichts-Windga",魔法,0,
33885,"Nichts-Tornado",魔法,0,
33886,"Frostschuss",,0,
33887,"Frostschuss",,0,
33888,"Frostschuss",魔法,0,
33889,"Frostschuss",魔法,0,
33890,"Nichts-Eisga",魔法,0,
33891,"Irdene Breitseite",,0,
33892,"Irdene Breitseite",,0,
33893,"Irdene Breitseite",魔法,0,
33894,"Irdene Breitseite",魔法,0,
33895,"Lauernder Funke",,0,
33896,"Lauernder Funke",,0,
33897,"Lauernder Funke",魔法,0,
33898,"Lauernder Funke",魔法,0,
33899,"Sichelstreich",斬,0,
33900,"弦月剣",斬,0,
33901,"",斬,0,
33902,"",斬,0,
33903,"黒竜剣アジュダヤ",,0,
33904,"黒竜剣アジュダヤ",,0,
33905,"Schwarze Fänge",,0,
33906,"",,0,
33907,"Schwarze Fänge",魔法,0,
33908,"Schwarze Fänge",魔法,0,
33909,"",,0,
33910,"Azdajas Schatten",,0,
33911,"黒竜剣アジュダヤ",,0,
33912,"Azdajas Schatten",,0,
33913,"Azdajas Schatten",,0,
33914,"黒竜炎",魔法,0,
33915,"Flammen des Abendrots",魔法,0,
33916,"Drachenflamme",魔法,0,
33917,"三連黒竜閃",,0,
33918,"",,0,
33919,"三連黒竜閃",,0,
33920,"Dreifache Abendglut",,0,
33921,"Dreifache Abendglut",,0,
33922,"Gebündelte Abendglut",,0,
33923,"Gebündelte Abendglut",,0,
33924,"",,0,
33925,"Gebündelte Abendglut",,0,
33926,"Gebündelte Abendglut",,0,
33927,"Schwarzer Sichelstreich",斬,0,
33928,"弦月黒竜剣",斬,0,
33929,"",斬,0,
33930,"",斬,0,
33931,"Hohes Fanal",,0,
33932,"昇竜輪火",,0,
33933,"Hohes Fanal",,0,
33934,"Hoher Zirkel",,0,
33935,"Hohes Fanal",魔法,0,
33936,"昇竜輪火",魔法,0,
33937,"昇竜烽火",魔法,0,
33938,"昇竜輪火",魔法,0,
33939,"Brennender Schatten",魔法,0,
33940,"Brennender Schatten",魔法,0,
33941,"Äschernder Schatten",魔法,0,
33942,"Äschernder Schatten",魔法,0,
33943,"Fallender Drache",魔法,0,
33944,"Fallender Drache",魔法,0,
33945,"Explosion",魔法,0,
33946,"Explosion",魔法,0,
33947,"Explosion",魔法,0,
33948,"爆発",魔法,0,
33949,"Explosion",魔法,0,
33950,"Explosion",魔法,0,
33951,"Detonation",魔法,0,
33952,"Detonation",魔法,0,
33953,"Kauterisieren",魔法,0,
33954,"Kauterisieren",魔法,0,
33955,"Nichts-Sternenstaub",,0,
33956,"Nichts-Sternenstaub",,0,
33957,"Nichts-Sternenstaub",魔法,0,
33958,"Nichts-Sternenstaub",魔法,0,
33959,"",魔法,0,
33960,"",魔法,0,
33961,"Nichts-Sternenstaub",魔法,0,
33962,"Nichts-Sternenstaub",魔法,0,
33963,"Abyssus-Nova",魔法,0,
33964,"Nichts-Meteo",,0,
33965,"Nichts-Meteo",,0,
33966,"Nichts-Komet",魔法,0,
33967,"Nichts-Meteo",魔法,0,
33968,"Nichts-Komet",魔法,0,
33969,"Nichts-Meteo",魔法,0,
33970,"Eisfessel",魔法,0,
33971,"Eisfessel",魔法,0,
33972,"Doppel-Meteo",,0,
33973,"Doppel-Meteo",,0,
33974,"Doppel-Meteo",魔法,0,
33975,"Doppel-Meteo",魔法,0,
33976,"",,0,
33977,"Azdajas Schatten",,0,
33978,"Schwarze Fänge",,0,
33979,"",,0,
33980,"Schwarze Fänge",魔法,0,
33981,"Enkyo",魔法,0,
33982,"Enkyo",魔法,0,
33983,"",,0,
33984,"",,0,
33985,"Göttlichkeit",,0,
33986,"",,0,
33987,"Ausweichen",,23,
33988,"Ausweichen",,23,
33989,"Ausweichen",,23,
33990,"Ausweichen",,23,
33991,"Eissturm",魔法,0,
33992,"Aquaspeer",魔法,0,
33993,"Herz der Erde",魔法,0,
33994,"Aufwärtshaken",打,0,
33995,"Dickschädel",打,0,
33996,"Ätherfunken",魔法,0,
33997,"Ausweichen",,23,
33998,"Dunkelung",魔法,150,
33999,"Tornado",魔法,150,
34000,"",魔法,0,
34001,"",魔法,0,
34002,"",魔法,0,
34003,"",,0,
34004,"",魔法,0,
34005,"Flackernde Flamme",,0,
34006,"Schwefliger Stein",,0,
34007,"Flamme und Schwefel",,0,
34008,"Plektron der Macht",,0,
34009,"Morphende Melodie",,0,
34010,"Brandstiftung",魔法,0,
34011,"Brandstiftung",魔法,0,
34012,"Entladung",,0,
34013,"Steinschlag",魔法,0,
34014,"Steinschlag",魔法,0,
34015,"Fluch der Verwandlung",,0,
34016,"Fluch der Verwandlung",魔法,0,
34017,"Unheil des Perlenkranzes",,0,
34018,"Explosion",魔法,0,
34019,"Detonation",魔法,0,
34020,"Flammenstachel",,0,
34021,"Flammenstachel",魔法,0,
34022,"Flammenwind",,0,
34023,"Flammenwind",魔法,0,
34024,"Flammenwind",魔法,0,
34025,"Bebende Erde",,0,
34026,"Bebende Erde",魔法,0,
34027,"Bebende Erde",魔法,0,
34028,"Bebende Erde",魔法,0,
34029,"Elektrische Entladung",,0,
34030,"Elektrische Entladung",魔法,0,
34031,"",,0,
34032,"Missliche Mauerung",,0,
34033,"Selbstzerstörung",魔法,0,
34034,"Donnerruf",,0,
34035,"Entladung",,0,
34036,"Entladung",魔法,0,
34037,"Entladung",魔法,0,
34038,"Entehrender Hammer",,0,
34039,"Entehrender Hammer",魔法,0,
34040,"Kräftigender Schluck",,0,
34041,"Kräftigender Schluck",魔法,0,
34042,"Springender Schmerzschlag",打,0,
34043,"Springender Schmerzschlag",打,0,
34044,"Springender Schmerzschlag",打,0,
34045,"Biwa-Brecher",打,0,
34046,"Höllische Hitze",,0,
34047,"Höllische Hitze",魔法,0,
34048,"Glühende Geißel",,0,
34049,"Glühende Geißel",魔法,0,
